COD,Trial  #,Year,Date,Time,Site,Latitude N,Longitude W,State park,Water temp F,Air temp ?F,Method,Bait,Depth ft,Bottom type,Tidal stage,Weather,Moon phase,Species,Sex,Maturity,TL,PcL,Fork,IdL,Trunk,DW,DL,PcL3,Claspers,Acoustic Tag,Tag ,PIT tag,Satellital,DIED,RECAPTURE,DNA,SI,Barb,Notes
Rb96,2015/97,2015,42158,0.506944444,30,28 ?06.450',82 ?46.870',N,81,83,Tangle net,,2.6,Seagrass,Outgoing,sunny/calm,,Rhinoptera bonasus,F,,,,,,,74.5,,,,,1629,,N,N,N,N,N,,Pregnant
Rb97,2015/97,2015,42158,0.509027778,30,28 ?06.515',82 ?47.179',N,82,83,Tangle net,,4.5,Seagrass,Outgoing,sunny/calm,,Rhinoptera bonasus,F,,,,,,,74.5,,,,,1567,,N,N,N,N,N,,
Rb98,2015/97,2015,42158,0.509027778,30,28 ?06.515',82 ?47.179',N,82,83,Tangle net,,4.5,Seagrass,Outgoing,sunny/calm,,Rhinoptera bonasus,F,,,,,,,77.5,,,,,1566,,N,N,N,N,N,,Pregnant
Rb99,2015/97,2015,42158,0.509027778,30,28 ?06.515',82 ?47.179',N,82,83,Tangle net,,4.5,Seagrass,Outgoing,sunny/calm,,Rhinoptera bonasus,F,,,,,,,77,,,,,1565,,N,N,N,N,N,,Scar on right near pelvic fin
Ha175,2015/98,2015,42158,0.524305556,30,28 ?06.432',82 ?46.894',N,82,84,Tangle net,,5,Seagrass,Outgoing,sunny/calm,,Hypanus americanus,M,M,,,,,,56.5,,,,,1636,,N,N,N,N,N,,"Cut in left wing, missing tip of left clasper, mature male"
Rb100,2015/98,2015,42158,0.524305556,30,28 ?06.432',82 ?46.894',N,82,84,Tangle net,,5,Seagrass,Outgoing,sunny/calm,,Rhinoptera bonasus,F,,,,,,,79,,,,,1630,,N,N,N,N,N,,Recently gave birth
Rb101,2015/98,2015,42158,0.524305556,30,28 ?06.432',82 ?46.894',N,82,84,Tangle net,,5,Seagrass,Outgoing,sunny/calm,,Rhinoptera bonasus,F,,,,,,,73,,85,,,1646,,N,N,N,N,N,,Recently gave birth
Rb102,2015/98,2015,42158,0.524305556,30,28 ?06.432',82 ?46.894',N,82,84,Tangle net,,5,Seagrass,Outgoing,sunny/calm,,Rhinoptera bonasus,M,M,,,,,,74.5,,,,,1632,,N,N,N,N,N,,Mature male
Rb103,2015/98,2015,42158,0.524305556,30,28 ?06.432',82 ?46.894',N,82,84,Tangle net,,5,Seagrass,Outgoing,sunny/calm,,Rhinoptera bonasus,F,,,,,,,80,,,,,1631,,N,N,N,N,N,,Pregnant
Rb104,2015/98,2015,42158,0.524305556,30,28 ?06.432',82 ?46.894',N,82,84,Tangle net,,5,Seagrass,Outgoing,sunny/calm,,Rhinoptera bonasus,M,M,,,,,,74,,,,,1633,,N,N,N,N,N,,Mature male
Rb105,2015/98,2015,42158,0.524305556,30,28 ?06.432',82 ?46.894',N,82,84,Tangle net,,5,Seagrass,Outgoing,sunny/calm,,Rhinoptera bonasus,F,,,,,,,,,,,,N/A,,N,N,N,N,N,,"Fell out of net at boat, est. 86"
Rb106,2015/98,2015,42158,0.524305556,30,28 ?06.432',82 ?46.894',N,82,84,Tangle net,,5,Seagrass,Outgoing,sunny/calm,,Rhinoptera bonasus,F,,,,,,,77.5,,,,,1634,,N,N,N,N,N,,Recently gave birth
Rb107,2015/98,2015,42158,0.524305556,30,28 ?06.432',82 ?46.894',N,82,84,Tangle net,,5,Seagrass,Outgoing,sunny/calm,,Rhinoptera bonasus,F,,,,,,,70,,,,,1635,,N,N,N,N,N,,Recently gave birth
Rb108,2015/98,2015,42158,0.524305556,30,28 ?06.432',82 ?46.894',N,82,84,Tangle net,,5,Seagrass,Outgoing,sunny/calm,,Rhinoptera bonasus,F,,,,,,,74,,,,,1638,,N,N,N,N,N,,Pregnant
Rb109,2015/99,2015,42158,0.559722222,30,28 ?06.438',82 ?46.877',N,84,85,Tangle net,,6.3,Seagrass,Outgoing,sunny/calm,,Rhinoptera bonasus,F,,,,,,,72.5,,,,,1639,,N,N,N,N,N,,Pregnant
Rb110,2015/99,2015,42158,0.559722222,30,28 ?06.438',82 ?46.877',N,84,85,Tangle net,,6.3,Seagrass,Outgoing,sunny/calm,,Rhinoptera bonasus,F,,,,,,,77.5,,,,,1640,,N,N,N,N,N,,Pregnant
Ha176,2015/101,2015,42158,0.590277778,30,28 ?06.451',82 ?46.882',N,84,85,Tangle net,,5.5,Seagrass,Outgoing,sunny/calm,,Hypanus americanus,F,,,,,,,74.5,,87,,,1645,,N,N,N,N,N,,
Ha177,2015/101,2015,42158,0.590277778,30,28 ?06.451',82 ?46.882',N,84,85,Tangle net,,5.5,Seagrass,Outgoing,sunny/calm,,Hypanus americanus,M,M,,,,,,43.5,,,,,1644,,N,N,N,N,N,,Mature male
Ha178,2015/101,2015,42158,0.590277778,30,28 ?06.451',82 ?46.882',N,84,85,Tangle net,,5.5,Seagrass,Outgoing,sunny/calm,,Hypanus americanus,M,M,,,,,,42.5,,89,,,1641,,N,N,N,N,N,,Mature male
Ha179,2015/101,2015,42158,0.590277778,30,28 ?06.451',82 ?46.882',N,84,85,Tangle net,,5.5,Seagrass,Outgoing,sunny/calm,,Hypanus americanus,F,,,,,,,52,,93,,,1643,,N,N,N,N,N,,
Ca99,2015/103,2015,42159,0.575,1,28 ?04.507',83 ?02.331',Y,82,87,Longline,mullet,45.2,Artificial Reef,Outgoing,sunny/calm,,Carcharhinus acronotus,F,,102.5,75,83.5,,,,,69,,,748,,N,N,N,N,N,,
Cli48,2015/102,2015,42159,0.459722222,30,28 ?06.605',82 ?47.037',N,83.5,82,Tangle net,,3.1,Seagrass,Incoming,cloudy/calm,,Carcharhinus limbatus,F,,146,114,128,,,,,,,,1245,,N,N,N,N,N,,
Rb111,2015/102,2015,42159,0.459722222,30,28 ?06.605',82 ?47.037',N,83.5,82,Tangle net,,3.1,Seagrass,Incoming,cloudy/calm,,Rhinoptera bonasus,F,,,,,,,78,,,,,1650??,,N,N,N,N,N,,
Rb112,2015/103,2015,42159,0.508333333,30,28 ?06.440',82 ?46.829',N,83.6,85,Tangle net,,3.6,Seagrass,Incoming,sunny/calm,,Rhinoptera bonasus,F,,,,,,,68,,,,,1564,,N,N,N,N,N,,
Rb113,2015/103,2015,42159,0.508333333,30,28 ?06.440',82 ?46.829',N,83.6,85,Tangle net,,3.6,Seagrass,Incoming,sunny/calm,,Rhinoptera bonasus,F,,,,,,,83,,128,,,1563,,N,N,N,N,N,,
Rb114,2015/103,2015,42159,0.508333333,30,28 ?06.440',82 ?46.829',N,83.6,85,Tangle net,,3.6,Seagrass,Incoming,sunny/calm,,Rhinoptera bonasus,M,M,,,,,,75,,,,,1562,,N,N,N,N,N,,Mature male
Ha180,2015/103,2015,42159,0.603472222,29,28 ?06.150',82 ?48.498',N,84,87,Tangle net,,7,Seagrass,Outgoing,sunny/windy,,Hypanus americanus,F,,,,,,,80,,,,,1552,,N,N,N,N,N,,no barb
Ha181,2015/103,2015,42159,0.634722222,29,28 ?06.150',82 ?48.498',N,84,87,Tangle net,,7,Seagrass,Outgoing,sunny/windy,,Hypanus americanus,F,,,,,,,98,,,,,1561,,N,N,N,N,N,,
Ha182,2015/103,2015,42159,0.634722222,29,28 ?06.150',82 ?48.498',N,84,87,Tangle net,,7,Seagrass,Outgoing,sunny/windy,,Hypanus americanus,M,M,,,,,,49.5,,,,,1553,,N,N,N,N,N,,Mature male
Cli50,2015/108,2015,42160,0.536805556,10,28 ?10.911',82 ?49.855',Y,82,85,Longline,,14.4,Seagrass,Incoming,sunny/calm,,Carcharhinus limbatus,F,,61,43,49,,,,,158,,,768,,N,N,N,N,N,,
Rt65,2015/108,2015,42160,0.536805556,10,28 ?10.911',82 ?49.855',Y,82,85,Longline,,14.4,Seagrass,Incoming,sunny/calm,,Rhizoprionodon terraenovae,M,M,90,69,75,,,,,164,,,1341,,N,N,N,N,N,,Mature male
Gci156,2015/108,2015,42160,0.536805556,10,28 ?10.911',82 ?49.855',Y,82,85,Longline,,14.4,Seagrass,Incoming,sunny/calm,,Ginglymostoma cirratum,M,M,227,158,181,,,,,166,,,739,,N,N,N,N,N,,Mature male
Gci157,2015/108,2015,42160,0.536805556,10,28 ?10.911',82 ?49.855',Y,82,85,Longline,,14.4,Seagrass,Incoming,sunny/calm,,Ginglymostoma cirratum,M,M,230,164,186,,,,,179,,,737,,N,N,N,N,N,,Mature male
Cli49,2015/105,2015,42160,0.501388889,10,28 ?11.017',82 ?49.883',Y,82,86,Rod/Reel,Pinfish,13.4,Seagrass,Incoming,sunny/windy,,Carcharhinus limbatus,F,,77,54.5,62,,,,,59,,,1329,,N,N,N,N,N,,
Ha183,2015/104,2015,42160,0.495833333,30,28 ?06.587',82 ?47.029',N,85.5,85,Tangle net,,2.9,Seagrass,Incoming,sunny/calm,,Hypanus americanus,F,,,,,,,100,,,,,1560,,N,N,N,N,N,,Pregnant
Rb115,2015/106,2015,42160,0.520833333,30,28 ?06.428',82 ?46.857',N,85.8,87,Tangle net,,4.1,Seagrass,Incoming,sunny/calm,,Rhinoptera bonasus,M,M,,,,,,74,,,,,1642,,N,N,N,N,N,,Mature male
Rb116,2015/107,2015,42160,0.527777778,30,28 ?06.589',82 ?47.024',N,86,87,Tangle net,,3,Seagrass,Incoming,sunny/windy,,Rhinoptera bonasus,M,M,,,,,,75,,,,,1558,,N,N,N,N,N,,Mature male
Rb117,2015/107,2015,42160,0.527777778,30,28 ?06.589',82 ?47.024',N,86,87,Tangle net,,3,Seagrass,Incoming,sunny/windy,,Rhinoptera bonasus,F,,,,,,,76,,,,,1559,,N,N,N,N,N,,
Rb118,2015/107,2015,42160,0.527777778,30,28 ?06.589',82 ?47.024',N,86,87,Tangle net,,3,Seagrass,Incoming,sunny/windy,,Rhinoptera bonasus,F,,,,,,,77,,,,,1554,,N,N,N,N,N,,
Gci160,2015/108,2015,42163,0.442361111,36,28 ?04.048',82 ?52.373',N,82,80,Longline,,20.1,Seagrass,Incoming,sunny/calm,,Ginglymostoma cirratum,M,M,237,166,194,,,,,166,,,1318,,N,N,N,N,N,,Mature male
Gci161,2015/108,2015,42163,0.442361111,8,28 ?04.048',82 ?52.373',N,82,80,Longline,,20.1,Seagrass,Incoming,sunny/calm,,Ginglymostoma cirratum,M,M,256,179,209,,,,,172,,,1315,,N,N,N,N,N,,Mature male
Gci158,2015/114,2015,42163,0.617361111,30,28 ?06.515',82 ?53.625',N,82,82,Longline,,24,Seagrass,Incoming,sunny/calm,,Ginglymostoma cirratum,M,M,233,166,193,,,,,42,,,738,,N,N,N,N,N,,"Weighed 211 lbs., mature male"
Gci159,2015/116,2015,42163,0.629166667,30,28 ?06.487',82 ?53.617',N,82,82,Longline,,23.5,Seagrass,Incoming,sunny/calm,,Ginglymostoma cirratum,M,M,248.5,172,200,,,,,157.5,,,1327,,N,N,N,N,N,,"Weighed 218.5 lbs., mature male"
Cli51,2015/112,2015,42163,0.552777778,30,28 ?06.523',82 ?53.674',N,82,81,Rod/Reel,Pinfish,22.9,Seagrass,Incoming,sunny/calm,,Carcharhinus limbatus,F,,57,42,47,,,,,60,,,1328,,N,N,N,N,N,,Right pectoral fin is split
Rb119,2015/109,2015,42163,0.500694444,35,28 ?06.522',82 ?47.159',N,85.8,82,Tangle net,,3.3,Seagrass,Incoming,sunny/calm,,Rhinoptera bonasus,M,M,,,,,,75,,,,,1476,,N,N,N,N,N,,"No tail, Mature male"
Rb120,2015/110,2015,42163,0.531944444,35,28 ?06.540',82 ?47.156',N,86.5,85,Tangle net,,3.2,Seagrass,Incoming,sunny/calm,,Rhinoptera bonasus,F,,,,,,,80.5,,,,,1555,,N,N,N,N,N,,Missing part of right wing
Rb121,2015/111,2015,42163,0.552083333,30,28 ?06.494',82 ?47.130',N,87.2,86,Tangle net,,3.3,Seagrass,Incoming,sunny/calm,,Rhinoptera bonasus,F,,,,,,,70,,,,,1556,,N,N,N,N,N,,Pregnant
Rb122,2015/113,2015,42163,0.58125,30,28 ?06.427',82 ?46.871',N,88,89,Tangle net,,4.7,Seagrass,Incoming,Sunny/calm,,Rhinoptera bonasus,F,,,,,,,84,,72,,,1625,,N,N,N,N,N,,"Missing portions of rear margins of pectoral wings, pregnant"
Rb123,2015/113,2015,42163,0.58125,23,28 ?06.427',82 ?46.871',N,88,89,Tangle net,,4.7,Seagrass,Incoming,Sunny/calm,,Rhinoptera bonasus,F,,,,,,,,,,,,N/A,,N,N,N,N,N,,"Fell out of net at boat, Est. 80"
Rb124,2015/113,2015,42163,0.58125,30,28 ?06.427',82 ?46.871',N,88,89,Tangle net,,4.7,Seagrass,Incoming,Sunny/calm,,Rhinoptera bonasus,M,M,,,,,,75.5,,,,,1624,,N,N,N,N,N,,Mature male
Rb125,2015/113,2015,42163,0.58125,30,28 ?06.427',82 ?46.871',N,88,89,Tangle net,,4.7,Seagrass,Incoming,Sunny/calm,,Rhinoptera bonasus,F,,,,,,,78.5,,71,,,1620,,N,N,N,N,N,,Pregnant
Rb126,2015/113,2015,42163,0.58125,30,28 ?06.427',82 ?46.871',N,88,89,Tangle net,,4.7,Seagrass,Incoming,Sunny/calm,,Rhinoptera bonasus,F,,,,,,,80,,,,,1623,,N,N,N,N,N,,Pregnant
Rb127,2015/113,2015,42163,0.58125,30,28 ?06.427',82 ?46.871',N,88,89,Tangle net,,4.7,Seagrass,Incoming,Sunny/calm,,Rhinoptera bonasus,M,M,,,,,,76,,,,,1622,,N,N,N,N,N,,Mature male
Rb128,2015/113,2015,42163,0.58125,30,28 ?06.427',82 ?46.871',N,88,89,Tangle net,,4.7,Seagrass,Incoming,Sunny/calm,,Rhinoptera bonasus,F,,,,,,,76,,,,,1621,,N,N,N,N,N,,Pregnant
Rb129,2015/115,2015,42163,0.621527778,30,28 ?06.433',82 ?46.862',N,88,89,Tangle net,,2.1,Seagrass,Incoming,sunny/calm,,Rhinoptera bonasus,F,,,,,,,71.5,,,,,1616,,N,N,N,N,N,,Pregnant
Rb130,2015/115,2015,42163,0.621527778,23,28 ?06.433',82 ?46.862',N,88,89,Tangle net,,2.1,Seagrass,Incoming,sunny/calm,,Rhinoptera bonasus,F,,,,,,,82,,,,,1618,,N,N,N,N,N,,Recently gave birth
Rb131,2015/115,2015,42163,0.621527778,30,28 ?06.433',82 ?46.862',N,88,89,Tangle net,,2.1,Seagrass,Incoming,sunny/calm,,Rhinoptera bonasus,M,M,,,,,,64,,,,,1619,,N,N,N,N,N,,Mature male
Cli52,2015/123,2015,42164,0.55,30,28 ?10.951',82 ?49.854',Y,82,86,Longline,,12.2,Seagrass,Incoming,cloudy/windy,,Carcharhinus limbatus,F,,58,42,47,,,,,164,,,N/A,,N,Y,N,N,N,,"Died on the line, kept for dissection"
Gci162,2015/126,2015,42164,0.601388889,30,28 ?10.968',82 ?49.879',Y,82,86,Longline,,12.1,Seagrass,Incoming,sunny/calm,,Ginglymostoma cirratum,M,M,228.5,157.5,173,,,,,75,,,1325,,N,N,N,N,N,,Mature male
Cli54,2015/125,2015,42164,0.581944444,30,28 ?11.003',82 ?49.800',Y,82,86,Rod/Reel,Spottail,12.3,Seagrass,Incoming,sunny/calm,,Carcharhinus limbatus,F,,116,84,95,,,,,52.5,,,723,,N,N,N,N,N,,
Ha184,2015/117,2015,42164,0.402777778,30,28 ?06.585',82 ?49.940',Y,85.6,84,Tangle net,,4.6,Seagrass,Outgoing,sunny/calm,,Hypanus americanus,F,,,,,,,80,,,,,1601,,N,N,N,N,N,,Pregnant
Hsy56,2015/117,2015,42164,0.402777778,23,28 ?06.585',82 ?49.940',Y,85.6,84,Tangle net,,4.6,Seagrass,Outgoing,sunny/calm,,Hypanus say,F,,,,,,,27,,,,,1617,,N,N,N,N,N,,
Hsy57,2015/118,2015,42164,0.435416667,18,28 ?06.578',82 ?49.946',Y,85.9,84,Tangle net,,4.4,Seagrass,Outgoing,sunny/calm,,Hypanus say,M,I,,,,,,37,,,,,1615,,N,N,N,N,N,,Immature male
Rt66,2015/119,2015,42164,0.458333333,18,28 ?05.407',82 ?49.930',Y,85,86,Tangle net,,5.5,Seagrass,Outgoing,sunny/calm,,Rhizoprionodon terraenovae,F,,102,79,86,,,,,,,,1236,,N,N,N,N,N,,
Rb132,2015/120,2015,42164,0.520833333,18,28 ?06.433',82 ?46.890',N,88.6,87,Tangle net,,4.7,Seagrass,Incoming,sunny/windy,,Rhinoptera bonasus,F,,,,,,,77,,,,,1614,,N,N,N,N,N,,
Rb133,2015/120,2015,42164,0.520833333,27,28 ?06.433',82 ?46.890',N,88.6,87,Tangle net,,4.7,Seagrass,Incoming,sunny/windy,,Rhinoptera bonasus,F,,,,,,,77,,,,,1602,,N,N,N,N,N,,Pregnant
An11,2015/121,2015,42164,0.534027778,30,28 ?06.438',82 ?46.886',N,89,87,Tangle net,,4,Seagrass,Incoming,Sunny/windy,,Aetobatus narinari,NT,,,,,,,,,,,,No tag,,N,N,N,N,N,,"Fell out of net at boat, Est. 20 - 25"
Rb134,2015/121,2015,42164,0.534027778,30,28 ?06.438',82 ?46.886',N,89,87,Tangle net,,4,Seagrass,Incoming,Sunny/windy,,Rhinoptera bonasus,F,,,,,,,76,,,,,1613,,N,N,N,N,N,,
Rb135,2015/121,2015,42164,0.534027778,30,28 ?06.438',82 ?46.886',N,89,87,Tangle net,,4,Seagrass,Incoming,Sunny/windy,,Rhinoptera bonasus,F,,,,,,,81,,,,,1604,,N,N,N,N,N,,
Ha185,2015/122,2015,42164,0.546527778,30,28 ?06.436',82 ?46.876',N,89,87,Tangle net,,3.4,Seagrass,Incoming,sunny/windy,,Hypanus americanus,F,,,,,,,58,,,,,1605,,N,N,N,N,N,,
Rb136,2015/122,2015,42164,0.546527778,30,28 ?06.436',82 ?46.876',N,89,87,Tangle net,,3.4,Seagrass,Incoming,sunny/windy,,Rhinoptera bonasus,M,M,,,,,,73,,,,,1612,,N,N,N,N,N,,Mature male
Rb137,2015/122,2015,42164,0.546527778,30,28 ?06.436',82 ?46.876',N,89,87,Tangle net,,3.4,Seagrass,Incoming,sunny/windy,,Rhinoptera bonasus,M,M,,,,,,77,,,,,1610,,N,N,N,N,N,,Mature male
Rb138,2015/122,2015,42164,0.546527778,30,28 ?06.436',82 ?46.876',N,89,87,Tangle net,,3.4,Seagrass,Incoming,sunny/windy,,Rhinoptera bonasus,F,,,,,,,78,,,,,1611,,N,N,N,N,N,,Pregnant
Cli53,2015/124,2015,42164,0.569444444,30,28 ?06.429',82 ?46.878',N,89.4,87,Tangle net,,4.6,Seagrass,Incoming,cloudy/windy,,Carcharhinus limbatus,F,,109,78.5,89,,,,,62,,,938,,N,N,N,N,N,,"Right eye damaged, bulging, and red"
Gm11,2015/124,2015,42164,0.569444444,10,28 ?06.429',82 ?46.878',N,89.4,87,Tangle net,,4.6,Seagrass,Incoming,cloudy/windy,,Gymnura micrura,F,,,,,,,67,,,,,1603,,N,N,N,N,N,,Healed shark bite on rear margin of right wing
Rb139,2015/124,2015,42164,0.569444444,30,28 ?06.429',82 ?46.878',N,89.4,87,Tangle net,,4.6,Seagrass,Incoming,cloudy/windy,,Rhinoptera bonasus,M,M,,,,,,78.5,,,,,1626,,N,N,N,N,N,,Mature male
Rb140,2015/127,2015,42164,0.603472222,10,28 ?06.433',82 ?46.877',N,89.9,87,Tangle net,,4.7,Seagrass,Incoming,Sunny/windy,,Rhinoptera bonasus,F,,,,,,,78.5,,90,,,1609,,N,N,N,N,N,,
Rb141,2015/128,2015,42164,0.617361111,10,28 ?06.433',82 ?46.866',N,90.3,87,Tangle net,,4.5,Seagrass,Incoming,sunny/windy,,Rhinoptera bonasus,F,,,,,,,77,,,,,1608,,N,N,N,N,N,,
Rb142,2015/128,2015,42164,0.617361111,30,28 ?06.433',82 ?46.866',N,90.3,87,Tangle net,,4.5,Seagrass,Incoming,sunny/windy,,Rhinoptera bonasus,M,M,,,,,,75.5,,,,,1607,,N,N,N,N,N,,Mature male
Gci163,2015/132,2015,42165,0.502777778,10,28 ?10.881',82 ?49.948',Y,82,85,Longline,,12.5,Seagrass,Outgoing,raining/calm,,Ginglymostoma cirratum,M,M,234,164,185,,,,,159,,,704,,N,N,N,N,N,,Mature male
Cli56,2015/133,2015,42165,0.555555556,27,28 ?06.208',82 ?49.724',Y,82,85,Longline,,8.8,Sand,Incoming,raining/calm,,Carcharhinus limbatus,F,,103,75,84,,,,,157,,,1323,,N,N,N,N,N,,
Gci164,2015/133,2015,42165,0.555555556,10,28 ?06.208',82 ?49.724',Y,82,85,Longline,,8.8,Sand,Incoming,raining/calm,,Ginglymostoma cirratum,M,M,229,159,180,,,,,163,,,840,,N,N,N,N,N,,"First dorsal has bite marks, Mature male"
Cli55,2015/130,2015,42165,0.479166667,18,28 ?10.872',82 ?49.967',Y,82,83,Rod/Reel,Pinfish,12.5,Seagrass,Outgoing,raining/calm,,Carcharhinus limbatus,M,I,111,81,90.5,,,,,57,,,1342,,N,N,N,N,N,,Immature male
Hsy58,2015/129,2015,42165,0.447916667,30,28 ?06.583',82 ?49.954',Y,86,81,Tangle net,,4.4,Seagrass,Outgoing,Cloudy/calm,,Hypanus say,F,,,,,,,39,,,,,1373,,N,N,Y,N,N,,"Recaptured in same location on 6/18/2015, tag missing so retagged number 1532"
Hsy59,2015/129,2015,42165,0.447916667,30,28 ?06.583',82 ?49.954',Y,86,81,Tangle net,,4.4,Seagrass,Outgoing,Cloudy/calm,,Hypanus say,M,I,,,,,,36,,71,,,1372,,N,N,N,N,N,,Immature male
Hsy60,2015/131,2015,42165,0.495138889,18,28 ?05.364',82 ?49.970',Y,86.7,86,Tangle net,,2.6,Seagrass,Outgoing,Cloudy/calm,,Hypanus say,F,,,,,,,45,,117,,,1386,,N,N,N,N,N,,
Gci165,2015/135,2015,42166,0.630555556,30,28 ?10.968',82 ?49.849',Y,85,85,Longline,,10.3,Seagrass,Incoming,Sunny/calm,,Ginglymostoma cirratum,M,M,224,157,182,,,,,64.5,,,722,,N,N,N,N,N,,Mature male
Rb143,2015/134,2015,42166,0.439583333,19,28 ?06.617',82 ?47.023',N,84,86,Tangle net,,2.5,Seagrass,Outgoing,sunny/calm,,Rhinoptera bonasus,F,,,,,,,78.5,,,,,1499,,N,N,N,N,N,,
Rb144,2015/134,2015,42166,0.439583333,19,28 ?06.617',82 ?47.023',N,84,86,Tangle net,,2.5,Seagrass,Outgoing,sunny/calm,,Rhinoptera bonasus,M,M,,,,,,79,,,,,1472,,N,N,N,N,N,,Mature male
Rb145,2015/134,2015,42166,0.439583333,30,28 ?06.617',82 ?47.023',N,84,86,Tangle net,,2.5,Seagrass,Outgoing,sunny/calm,,Rhinoptera bonasus,F,,,,,,,76,,,,,1474,,N,N,N,N,N,,
Rb146,2015/134,2015,42166,0.439583333,30,28 ?06.617',82 ?47.023',N,84,86,Tangle net,,2.5,Seagrass,Outgoing,sunny/calm,,Rhinoptera bonasus,F,,,,,,,74,,85,,,1475,,N,N,Y,N,N,,Recaptured in same location on 6/16/2015 with new tag number 1522 (not 100% sure wat this individual)
Rb147,2015/134,2015,42166,0.439583333,30,28 ?06.617',82 ?47.023',N,84,86,Tangle net,,2.5,Seagrass,Outgoing,sunny/calm,,Rhinoptera bonasus,M,M,,,,,,75,,,,,1471,,N,N,N,N,N,,"Missing part of left wing, Mature male"
Rb148,2015/134,2015,42166,0.439583333,30,28 ?06.617',82 ?47.023',N,84,86,Tangle net,,2.5,Seagrass,Outgoing,sunny/calm,,Rhinoptera bonasus,M,M,,,,,,74,,,,,1496,,N,N,N,N,N,,Mature male
Rb149,2015/134,2015,42166,0.439583333,30,28 ?06.617',82 ?47.023',N,84,86,Tangle net,,2.5,Seagrass,Outgoing,sunny/calm,,Rhinoptera bonasus,M,M,,,,,,77,,,,,1495,,N,N,N,N,N,,Mature male
Rb150,2015/134,2015,42166,0.439583333,30,28 ?06.617',82 ?47.023',N,84,86,Tangle net,,2.5,Seagrass,Outgoing,sunny/calm,,Rhinoptera bonasus,F,,,,,,,75,,,,,1498,,N,N,N,N,N,,Pregnant
Rb151,2015/134,2015,42166,0.439583333,30,28 ?06.617',82 ?47.023',N,84,86,Tangle net,,2.5,Seagrass,Outgoing,sunny/calm,,Rhinoptera bonasus,M,M,,,,,,73,,,,,1473,,N,N,N,N,N,,Mature male
Rb152,2015/134,2015,42166,0.439583333,30,28 ?06.617',82 ?47.023',N,84,86,Tangle net,,2.5,Seagrass,Outgoing,sunny/calm,,Rhinoptera bonasus,M,M,,,,,,72,,,,,1497,,N,N,N,N,N,,Mature male
Rb153,2015/134,2015,42166,0.439583333,30,28 ?06.617',82 ?47.023',N,84,86,Tangle net,,2.5,Seagrass,Outgoing,sunny/calm,,Rhinoptera bonasus,F,,,,,,,83.5,,70,,,1476,,N,N,N,N,N,,
Rb154,2015/134,2015,42166,0.439583333,30,28 ?06.617',82 ?47.023',N,84,86,Tangle net,,2.5,Seagrass,Outgoing,sunny/calm,,Rhinoptera bonasus,F,,,,,,,76,,,,,1469,,N,N,N,N,N,,
Gci166,2015/136,2015,42167,0.379861111,30,28 ?10.953',82 ?49.872',Y,84,75,Longline,mullet,13.4,Seagrass,Outgoing,cloudy/calm,,Ginglymostoma cirratum,M,M,228.5,163,178,,,,,62.5,,,1322,,N,N,N,N,N,,Mature male
Rt67,2015/142,2015,42167,0.475,30,28 ?10.864',82 ?49.981',Y,84,81,Longline,,13.2,Seagrass,Outgoing,cloudy/calm,,Rhizoprionodon terraenovae,M,M,84.5,64.5,70,,,,,161,,,1305,,N,N,N,N,N,,Mature male
Ha186,2015/137,2015,42167,0.391666667,10,28 ?06.435',82 ?46.895',N,84.8,77,Tangle net,,7,Seagrass,Outgoing,Cloudy/calm,,Hypanus americanus,F,,,,,,,59,,,,,1371,,N,N,N,N,N,,
Ha187,2015/137,2015,42167,0.391666667,10,28 ?06.435',82 ?46.895',N,84.8,77,Tangle net,,7,Seagrass,Outgoing,Cloudy/calm,,Hypanus americanus,F,,,,,,,46,,,,,1370,,N,N,N,N,N,,
Ha188,2015/138,2015,42167,0.395833333,30,28 ?06.603',82 ?47.041',N,84,80,Tangle net,,2.8,Seagrass,Outgoing,Cloudy/calm,,Hypanus americanus,F,,,,,,,48,,,,,1494,,N,N,N,N,N,,
Rb155,2015/139,2015,42167,0.4125,30,28 ?06.427',82 ?46.889',N,84.9,81,Tangle net,,5.9,Seagrass,Outgoing,cloudy/calm,,Rhinoptera bonasus,F,,,,,,,75.5,,,,,1360,,N,N,N,N,N,,
Rb156,2015/139,2015,42167,0.4125,30,28 ?06.427',82 ?46.889',N,84.9,81,Tangle net,,5.9,Seagrass,Outgoing,cloudy/calm,,Rhinoptera bonasus,F,,,,,,,75,,,,,1361,,N,N,N,N,N,,
Ha189,2015/140,2015,42167,0.440277778,30,28 ?06.427',82 ?46.890',N,85,81,Tangle net,,6,Seagrass,Outgoing,cloudy/calm,,Hypanus americanus,F,,,,,,,53.5,,,,,1362,,N,N,N,N,N,,
Rb157,2015/141,2015,42167,0.472222222,30,28 ?06.444',82 ?46.898',N,85.6,84,Tangle net,,6.4,Seagrass,Outgoing,cloudy/calm,,Rhinoptera bonasus,F,,,,,,,77,,,,,1363,,N,N,N,N,N,,Pregnant
Rb158,2015/141,2015,42167,0.472222222,30,28 ?06.444',82 ?46.898',N,85.6,84,Tangle net,,6.4,Seagrass,Outgoing,cloudy/calm,,Rhinoptera bonasus,F,,,,,,,81,,,,,1364,,N,N,N,N,N,,Pregnant
Gm12,2015/143,2015,42167,0.506944444,30,28 ?06.150',82 ?48.524',N,85,85,Tangle net,,2,Seagrass,Outgoing,sunny/calm,,Gymnura micrura,F,,,,,,,64.5,,,,,1557,,N,N,N,N,N,,Recently gave birth
