eventID,occurrenceID,decimalLatitude,decimalLongitude,basisOfRecord,occurrenceStatus,scientificName,AphiaID,scientificNameID,habitat,sex
2013/1,2013/1_1,28.05163333,-82.81826667,LivingSpecimen,detected,Carcharhinus acronotus,158508,urn:lsid:marinespecies.org:taxname:158508,Sand,M
2013/10,2013/10_1,28.00748333,-82.8957,LivingSpecimen,detected,Carcharhinus acronotus,158508,urn:lsid:marinespecies.org:taxname:158508,Sand,F
2013/100,2013/100_1,28.09465,-82.83283333,LivingSpecimen,detected,Sphyrna tiburo,158517,urn:lsid:marinespecies.org:taxname:158517,Seagrass,M
2013/101,2013/101_1,28.1903,-82.8395,LivingSpecimen,detected,Carcharhinus limbatus,105793,urn:lsid:marinespecies.org:taxname:105793,Seagrass,F
2013/102,2013/102_1,28.05915,-82.91115,LivingSpecimen,detected,Ginglymostoma cirratum,105846,urn:lsid:marinespecies.org:taxname:105846,Sand,F
2013/103,2013/103_1,28.19038333,-82.83905,LivingSpecimen,detected,Ginglymostoma cirratum,105846,urn:lsid:marinespecies.org:taxname:105846,Sand,M
2013/104,2013/104_1,28.19193333,-82.83951667,LivingSpecimen,detected,Rhizoprionodon terraenovae,158510,urn:lsid:marinespecies.org:taxname:158510,Seagrass,M
2013/105,2013/105_1,28.07906667,-82.85861667,LivingSpecimen,detected,Carcharhinus acronotus,158508,urn:lsid:marinespecies.org:taxname:158508,Sand,F
2013/105,2013/105_2,28.07906667,-82.85861667,LivingSpecimen,detected,Ginglymostoma cirratum,105846,urn:lsid:marinespecies.org:taxname:105846,Sand,M
2013/106,2013/106_1,28.09695,-82.83645,LivingSpecimen,detected,Carcharhinus acronotus,158508,urn:lsid:marinespecies.org:taxname:158508,Seagrass,F
2013/107,2013/107_1,28.08241667,-82.86666667,LivingSpecimen,detected,Ginglymostoma cirratum,105846,urn:lsid:marinespecies.org:taxname:105846,Seagrass,M
2013/107,2013/107_2,28.08231667,-82.85473333,LivingSpecimen,detected,Ginglymostoma cirratum,105846,urn:lsid:marinespecies.org:taxname:105846,Sand,M
2013/108,2013/108_1,28.13906667,-82.92905,LivingSpecimen,detected,Ginglymostoma cirratum,105846,urn:lsid:marinespecies.org:taxname:105846,Sand,F
2013/109,2013/109_1,28.08555,-82.86018333,LivingSpecimen,detected,Ginglymostoma cirratum,105846,urn:lsid:marinespecies.org:taxname:105846,sand,M
2013/109,2013/109_2,28.08555,-82.86018333,LivingSpecimen,detected,Ginglymostoma cirratum,105846,urn:lsid:marinespecies.org:taxname:105846,sand,M
2013/109,2013/109_3,28.08555,-82.86018333,LivingSpecimen,detected,Ginglymostoma cirratum,105846,urn:lsid:marinespecies.org:taxname:105846,sand,M
2013/11,2013/11_1,28.01216667,-82.85333333,LivingSpecimen,detected,Carcharhinus limbatus,105793,urn:lsid:marinespecies.org:taxname:105793,Sand,M
2013/110,2013/110_1,28.05115,-83.0117,LivingSpecimen,detected,Carcharhinus acronotus,158508,urn:lsid:marinespecies.org:taxname:158508,Artificial Reef,F
2013/110,2013/110_2,28.05115,-83.0117,LivingSpecimen,detected,Ginglymostoma cirratum,105846,urn:lsid:marinespecies.org:taxname:105846,Artificial Reef,M
2013/111,2013/111_1,28.05033333,-83.01058333,LivingSpecimen,detected,Carcharhinus leucas,105792,urn:lsid:marinespecies.org:taxname:105792,Artificial Reef,F
2013/112,2013/112_1,28.19105,-82.8385,LivingSpecimen,detected,Ginglymostoma cirratum,105846,urn:lsid:marinespecies.org:taxname:105846,Seagrass,M
2013/113,2013/113_1,28.10655,-82.82756667,LivingSpecimen,detected,Ginglymostoma cirratum,105846,urn:lsid:marinespecies.org:taxname:105846,Seagrass,M
2013/114,2013/114_1,28.0829,-82.85213333,LivingSpecimen,detected,Ginglymostoma cirratum,105846,urn:lsid:marinespecies.org:taxname:105846,sand,M
2013/115,2013/115_1,28.1817,-82.82996667,LivingSpecimen,detected,Carcharhinus limbatus,105793,urn:lsid:marinespecies.org:taxname:105793,Seagrass,F
2013/115,2013/115_2,28.1817,-82.82996667,LivingSpecimen,detected,Carcharhinus acronotus,158508,urn:lsid:marinespecies.org:taxname:158508,Seagrass,M
2013/116,2013/116_1,28.13755,-82.92845,LivingSpecimen,detected,Carcharhinus acronotus,158508,urn:lsid:marinespecies.org:taxname:158508,Sand,F
2013/117,2013/117_1,28.18238333,-82.83103333,LivingSpecimen,detected,Rhizoprionodon terraenovae,158510,urn:lsid:marinespecies.org:taxname:158510,Seagrass,M
2013/117,2013/117_2,28.18238333,-82.83103333,LivingSpecimen,detected,Sphyrna mokarran,105817,urn:lsid:marinespecies.org:taxname:105817,Seagrass,M
2013/118,2013/118_1,28.08335,-82.85566667,LivingSpecimen,detected,Carcharhinus acronotus,158508,urn:lsid:marinespecies.org:taxname:158508,Seagrass,M
2013/119,2013/119_1,28.09263333,-82.83508333,LivingSpecimen,detected,Hypanus say,1042865,urn:lsid:marinespecies.org:taxname:1042865,Sand,M
2013/119,2013/119_2,28.09263333,-82.83508333,LivingSpecimen,detected,Hypanus say,1042865,urn:lsid:marinespecies.org:taxname:1042865,Sand,F
2013/12,2013/12_1,28.039,-82.90931667,LivingSpecimen,detected,Rhizoprionodon terraenovae,158510,urn:lsid:marinespecies.org:taxname:158510,Sand,M
2013/12,2013/12_2,28.039,-82.90931667,LivingSpecimen,detected,Rhizoprionodon terraenovae,158510,urn:lsid:marinespecies.org:taxname:158510,Sand,M
2013/120,2013/120_1,28.08335,-82.85566667,LivingSpecimen,detected,Ginglymostoma cirratum,105846,urn:lsid:marinespecies.org:taxname:105846,Seagrass,M
2013/121,2013/121_1,28.0476,-83.0133,LivingSpecimen,detected,Carcharhinus acronotus,158508,urn:lsid:marinespecies.org:taxname:158508,Artificial Reef,F
2013/121,2013/121_2,28.0476,-83.0133,LivingSpecimen,detected,Carcharhinus limbatus,105793,urn:lsid:marinespecies.org:taxname:105793,Artificial Reef,F
2013/122,2013/122_1,28.0507,-83.01021667,LivingSpecimen,detected,Ginglymostoma cirratum,105846,urn:lsid:marinespecies.org:taxname:105846,Artificial Reef,F
2013/123,2013/123_1,28.09418333,-82.83305,LivingSpecimen,detected,Carcharhinus acronotus,158508,urn:lsid:marinespecies.org:taxname:158508,Seagrass,F
2013/124,2013/124_1,28.09435,-82.83281667,LivingSpecimen,detected,Carcharhinus acronotus,158508,urn:lsid:marinespecies.org:taxname:158508,Seagrass,M
2013/125,2013/125_1,28.18741667,-82.82861667,LivingSpecimen,detected,Carcharhinus limbatus,105793,urn:lsid:marinespecies.org:taxname:105793,Seagrass,M
2013/125,2013/125_2,28.18741667,-82.82861667,LivingSpecimen,detected,Rhizoprionodon terraenovae,158510,urn:lsid:marinespecies.org:taxname:158510,Seagrass,M
2013/126,2013/126_1,28.09496667,-82.83218333,LivingSpecimen,detected,Hypanus say,1042865,urn:lsid:marinespecies.org:taxname:1042865,Seagrass,F
2013/127,2013/127_1,28.1944,-82.83191667,LivingSpecimen,detected,Rhizoprionodon terraenovae,158510,urn:lsid:marinespecies.org:taxname:158510,Seagrass,M
2013/127,2013/127_2,28.1944,-82.83191667,LivingSpecimen,detected,Sphyrna tiburo,158517,urn:lsid:marinespecies.org:taxname:158517,Seagrass,F
2013/127,2013/127_3,28.1944,-82.83191667,LivingSpecimen,detected,Ginglymostoma cirratum,105846,urn:lsid:marinespecies.org:taxname:105846,Seagrass,F
2013/128,2013/128_1,28.09418333,-82.83305,LivingSpecimen,detected,Rhizoprionodon terraenovae,158510,urn:lsid:marinespecies.org:taxname:158510,Seagrass,M
2013/129,2013/129_1,28.05593333,-82.90588333,LivingSpecimen,detected,Carcharhinus acronotus,158508,urn:lsid:marinespecies.org:taxname:158508,Sand,F
2013/13,2013/13_1,28.10921667,-82.78216667,LivingSpecimen,detected,Hypanus americanus,1042856,urn:lsid:marinespecies.org:taxname:1042856,Seagrass,F
2013/130,2013/130_1,28.01573333,-82.89585,LivingSpecimen,detected,Carcharhinus limbatus,105793,urn:lsid:marinespecies.org:taxname:105793,Sand,M
2013/131,2013/131_1,28.05488333,-82.9072,LivingSpecimen,detected,Ginglymostoma cirratum,105846,urn:lsid:marinespecies.org:taxname:105846,Sand,M
2013/132,2013/132_1,28.10613333,-82.83538333,LivingSpecimen,detected,Hypanus americanus,1042856,urn:lsid:marinespecies.org:taxname:1042856,Sand,F
2013/133,2013/133_1,28.10611667,-82.83538333,LivingSpecimen,detected,Hypanus americanus,1042856,urn:lsid:marinespecies.org:taxname:1042856,Sand,F
2013/134,2013/134_1,28.11396667,-82.8351,LivingSpecimen,detected,Hypanus say,1042865,urn:lsid:marinespecies.org:taxname:1042865,Sand,M
2013/135,2013/135_1,28.05641667,-82.91125,LivingSpecimen,detected,Ginglymostoma cirratum,105846,urn:lsid:marinespecies.org:taxname:105846,Sand,M
2013/136,2013/136_1,28.08145,-82.85373333,LivingSpecimen,detected,Ginglymostoma cirratum,105846,urn:lsid:marinespecies.org:taxname:105846,Sand,M
2013/137,2013/137_1,28.07971667,-82.85928333,LivingSpecimen,detected,Ginglymostoma cirratum,105846,urn:lsid:marinespecies.org:taxname:105846,Sand,M
2013/138,2013/138_1,28.05001667,-82.8186,LivingSpecimen,detected,Hypanus say,1042865,urn:lsid:marinespecies.org:taxname:1042865,Sand,F
2013/139,2013/139_1,28.05001667,-82.8186,LivingSpecimen,detected,Hypanus say,1042865,urn:lsid:marinespecies.org:taxname:1042865,Sand,M
2013/14,2013/14_1,28.17996667,-82.83275,LivingSpecimen,detected,Rhizoprionodon terraenovae,158510,urn:lsid:marinespecies.org:taxname:158510,Sand,M
2013/14,2013/14_2,28.17996667,-82.83275,LivingSpecimen,detected,Sphyrna tiburo,158517,urn:lsid:marinespecies.org:taxname:158517,Sand,F
2013/140,2013/140_1,28.05001667,-82.8186,LivingSpecimen,detected,Hypanus say,1042865,urn:lsid:marinespecies.org:taxname:1042865,Sand,F
2013/141,2013/141_1,28.05001667,-82.8186,LivingSpecimen,detected,Hypanus say,1042865,urn:lsid:marinespecies.org:taxname:1042865,Sand,F
2013/142,2013/142_1,28.05001667,-82.8186,LivingSpecimen,detected,Hypanus say,1042865,urn:lsid:marinespecies.org:taxname:1042865,Sand,F
2013/142,2013/142_2,28.05001667,-82.8186,LivingSpecimen,detected,Hypanus say,1042865,urn:lsid:marinespecies.org:taxname:1042865,Sand,F
2013/143,2013/143_1,28.1808,-82.83331667,LivingSpecimen,detected,Rhizoprionodon terraenovae,158510,urn:lsid:marinespecies.org:taxname:158510,Sand,M
2013/144,2013/144_1,28.1316,-82.89931667,LivingSpecimen,detected,Rhizoprionodon terraenovae,158510,urn:lsid:marinespecies.org:taxname:158510,Sand,M
2013/145,2013/145_1,28.05228333,-83.01265,LivingSpecimen,detected,Carcharhinus acronotus,158508,urn:lsid:marinespecies.org:taxname:158508,Artificial Reef,M
2013/145,2013/145_2,28.05228333,-83.01265,LivingSpecimen,detected,Ginglymostoma cirratum,105846,urn:lsid:marinespecies.org:taxname:105846,Artificial Reef,F
2013/146,2013/146_1,28.05273333,-83.0161,LivingSpecimen,detected,Carcharhinus acronotus,158508,urn:lsid:marinespecies.org:taxname:158508,Artificial Reef,F
2013/146,2013/146_2,28.05273333,-83.0161,LivingSpecimen,detected,Carcharhinus acronotus,158508,urn:lsid:marinespecies.org:taxname:158508,Artificial Reef,F
2013/147,2013/147_1,28.1828,-82.83198333,LivingSpecimen,detected,Carcharhinus limbatus,105793,urn:lsid:marinespecies.org:taxname:105793,Seagrass,M
2013/148,2013/148_1,28.18303333,-82.82926667,LivingSpecimen,detected,Carcharhinus limbatus,105793,urn:lsid:marinespecies.org:taxname:105793,Seagrass,M
2013/149,2013/149_1,28.18256667,-82.82973333,LivingSpecimen,detected,Carcharhinus limbatus,105793,urn:lsid:marinespecies.org:taxname:105793,Seagrass,F
2013/149,2013/149_2,28.18256667,-82.82973333,LivingSpecimen,detected,Rhizoprionodon terraenovae,158510,urn:lsid:marinespecies.org:taxname:158510,Seagrass,M
2013/15,2013/15_1,28.10855,-82.8222,LivingSpecimen,detected,Carcharhinus limbatus,105793,urn:lsid:marinespecies.org:taxname:105793,Seagrass,F
2013/150,2013/150_1,28.18118333,-82.83296667,LivingSpecimen,detected,Sphyrna tiburo,158517,urn:lsid:marinespecies.org:taxname:158517,Seagrass,F
2013/150,2013/150_2,28.18118333,-82.83296667,LivingSpecimen,detected,Sphyrna tiburo,158517,urn:lsid:marinespecies.org:taxname:158517,Seagrass,F
2013/151,2013/151_1,28.1072,-82.8273,LivingSpecimen,detected,Carcharhinus acronotus,158508,urn:lsid:marinespecies.org:taxname:158508,Sand,M
2013/151,2013/151_2,28.1072,-82.8273,LivingSpecimen,detected,Carcharhinus acronotus,158508,urn:lsid:marinespecies.org:taxname:158508,Sand,M
2013/151,2013/151_3,28.1072,-82.8273,LivingSpecimen,detected,Carcharhinus acronotus,158508,urn:lsid:marinespecies.org:taxname:158508,Sand,M
2013/152,2013/152_1,28.10696667,-82.82806667,LivingSpecimen,detected,Carcharhinus limbatus,105793,urn:lsid:marinespecies.org:taxname:105793,Sand,F
2013/153,2013/153_1,28.10301667,-82.83695,LivingSpecimen,detected,Ginglymostoma cirratum,105846,urn:lsid:marinespecies.org:taxname:105846,Sand,M
2013/154,2013/154_1,28.09351667,-82.83275,LivingSpecimen,detected,Hypanus americanus,1042856,urn:lsid:marinespecies.org:taxname:1042856,Sand,M
2013/155,2013/155_1,28.04771667,-83.01461667,LivingSpecimen,detected,Carcharhinus acronotus,158508,urn:lsid:marinespecies.org:taxname:158508,Artificial Reef,M
2013/156,2013/156_1,28.04873333,-83.01335,LivingSpecimen,detected,Carcharhinus acronotus,158508,urn:lsid:marinespecies.org:taxname:158508,Artificial Reef,M
2013/157,2013/157_1,28.04893333,-83.01403333,LivingSpecimen,detected,Carcharhinus acronotus,158508,urn:lsid:marinespecies.org:taxname:158508,Artificial Reef,M
2013/157,2013/157_2,28.04893333,-83.01403333,LivingSpecimen,detected,Hypanus americanus,1042856,urn:lsid:marinespecies.org:taxname:1042856,Artificial Reef,F
2013/158,2013/158_1,28.09363333,-82.83325,LivingSpecimen,detected,Hypanus americanus,1042856,urn:lsid:marinespecies.org:taxname:1042856,Sand,F
2013/159,2013/159_1,28.09375,-82.83321667,LivingSpecimen,detected,Gymnura micrura,158529,urn:lsid:marinespecies.org:taxname:158529,Seagrass,F
2013/16,2013/16_1,28.14738333,-82.88833333,LivingSpecimen,detected,Rhizoprionodon terraenovae,158510,urn:lsid:marinespecies.org:taxname:158510,Seagrass,M
2013/16,2013/16_2,28.14738333,-82.88833333,LivingSpecimen,detected,Ginglymostoma cirratum,105846,urn:lsid:marinespecies.org:taxname:105846,Seagrass,M
2013/160,2013/160_1,28.04756667,-83.01248333,LivingSpecimen,detected,Carcharhinus acronotus,158508,urn:lsid:marinespecies.org:taxname:158508,Artificial Reef,M
2013/161,2013/161_1,28.04908333,-83.0129,LivingSpecimen,detected,Carcharhinus limbatus,105793,urn:lsid:marinespecies.org:taxname:105793,Artificial Reef,F
2013/162,2013/162_1,28.04991667,-83.01363333,LivingSpecimen,detected,Ginglymostoma cirratum,105846,urn:lsid:marinespecies.org:taxname:105846,Artificial Reef,F
2013/162,2013/162_2,28.04991667,-83.01363333,LivingSpecimen,detected,Ginglymostoma cirratum,105846,urn:lsid:marinespecies.org:taxname:105846,Artificial Reef,M
2013/163,2013/163_1,28.10711667,-82.82653333,LivingSpecimen,detected,Carcharhinus acronotus,158508,urn:lsid:marinespecies.org:taxname:158508,Sand,M
2013/164,2013/164_1,28.10695,-82.82668333,LivingSpecimen,detected,Carcharhinus limbatus,105793,urn:lsid:marinespecies.org:taxname:105793,sand,F
2013/165,2013/165_1,28.10636667,-82.82833333,LivingSpecimen,detected,Hypanus say,1042865,urn:lsid:marinespecies.org:taxname:1042865,Sand,F
2013/166,2013/166_1,28.1066,-82.82816667,LivingSpecimen,detected,Hypanus say,1042865,urn:lsid:marinespecies.org:taxname:1042865,Sand,F
2013/167,2013/167_1,28.10666667,-82.82841667,LivingSpecimen,detected,Hypanus say,1042865,urn:lsid:marinespecies.org:taxname:1042865,Sand,M
2013/167,2013/167_2,28.10666667,-82.82841667,LivingSpecimen,detected,Hypanus say,1042865,urn:lsid:marinespecies.org:taxname:1042865,Sand,F
2013/168,2013/168_1,28.10716667,-82.82665,LivingSpecimen,detected,Rhizoprionodon terraenovae,158510,urn:lsid:marinespecies.org:taxname:158510,Sand,M
2013/169,2013/169_1,28.1094,-82.83296667,LivingSpecimen,detected,Gymnura micrura,158529,urn:lsid:marinespecies.org:taxname:158529,Sand,F
2013/17,2013/17_1,28.18893333,,LivingSpecimen,detected,Rhizoprionodon terraenovae,158510,urn:lsid:marinespecies.org:taxname:158510,Sand,M
2013/17,2013/17_2,28.1425,-82.811,LivingSpecimen,detected,Carcharhinus acronotus,158508,urn:lsid:marinespecies.org:taxname:158508,Sand,M
2013/170,2013/170_1,28.09125,-82.8326,LivingSpecimen,detected,Rhizoprionodon terraenovae,158510,urn:lsid:marinespecies.org:taxname:158510,Sand,M
2013/171,2013/171_1,28.09418333,-82.83323333,LivingSpecimen,detected,Sphyrna tiburo,158517,urn:lsid:marinespecies.org:taxname:158517,Sand,F
2013/172,2013/172_1,28.24168333,-82.84125,LivingSpecimen,detected,Ginglymostoma cirratum,105846,urn:lsid:marinespecies.org:taxname:105846,Sand,M
2013/173,2013/173_1,28.07451667,-83.0388,LivingSpecimen,detected,Carcharhinus acronotus,158508,urn:lsid:marinespecies.org:taxname:158508,Artificial Reef,F
2013/173,2013/173_2,28.07451667,-83.0388,LivingSpecimen,detected,Carcharhinus acronotus,158508,urn:lsid:marinespecies.org:taxname:158508,Artificial Reef,F
2013/174,2013/174_1,28.1049,-82.82671667,LivingSpecimen,detected,Carcharhinus acronotus,158508,urn:lsid:marinespecies.org:taxname:158508,sand,F
2013/175,2013/175_1,28.18238333,-82.83123333,LivingSpecimen,detected,Carcharhinus limbatus,105793,urn:lsid:marinespecies.org:taxname:105793,Sand,M
2013/175,2013/175_2,28.18238333,-82.83123333,LivingSpecimen,detected,Ginglymostoma cirratum,105846,urn:lsid:marinespecies.org:taxname:105846,Sand,M
2013/176,2013/176_1,28.10831667,-82.78303333,LivingSpecimen,detected,Hypanus sabinus,1042864,urn:lsid:marinespecies.org:taxname:1042864,Seagrass,M
2013/177,2013/177_1,28.05588333,-82.91046667,LivingSpecimen,detected,Ginglymostoma cirratum,105846,urn:lsid:marinespecies.org:taxname:105846,Sand,M
2013/178,2013/178_1,28.05613333,-82.91061667,LivingSpecimen,detected,Ginglymostoma cirratum,105846,urn:lsid:marinespecies.org:taxname:105846,Sand,M
2013/178,2013/178_2,28.05613333,-82.91061667,LivingSpecimen,detected,Ginglymostoma cirratum,105846,urn:lsid:marinespecies.org:taxname:105846,Sand,M
2013/179,2013/179_1,28.0944,-82.83256667,LivingSpecimen,detected,Hypanus say,1042865,urn:lsid:marinespecies.org:taxname:1042865,sand,F
2013/179,2013/179_2,28.0944,-82.83256667,LivingSpecimen,detected,Hypanus say,1042865,urn:lsid:marinespecies.org:taxname:1042865,sand,M
2013/18,2013/18_1,28.0945,-82.84985,LivingSpecimen,detected,Carcharhinus limbatus,105793,urn:lsid:marinespecies.org:taxname:105793,Sand,F
2013/180,2013/180_1,28.07643333,-83.03895,LivingSpecimen,detected,Carcharhinus acronotus,158508,urn:lsid:marinespecies.org:taxname:158508,Artificial Reef,M
2013/180,2013/180_2,28.07643333,-83.03895,LivingSpecimen,detected,Ginglymostoma cirratum,105846,urn:lsid:marinespecies.org:taxname:105846,Artificial Reef,M
2013/181,2013/181_1,28.07516667,-83.03833333,LivingSpecimen,detected,Carcharhinus acronotus,158508,urn:lsid:marinespecies.org:taxname:158508,Artificial Reef,M
2013/182,2013/182_1,28.01558333,-82.89235,LivingSpecimen,detected,Carcharhinus acronotus,158508,urn:lsid:marinespecies.org:taxname:158508,sand,M
2013/182,2013/182_2,28.01558333,-82.89235,LivingSpecimen,detected,Carcharhinus acronotus,158508,urn:lsid:marinespecies.org:taxname:158508,sand,F
2013/183,2013/183_1,28.01428333,-82.89391667,LivingSpecimen,detected,Sphyrna tiburo,158517,urn:lsid:marinespecies.org:taxname:158517,sand,F
2013/183,2013/183_2,28.01428333,-82.89391667,LivingSpecimen,detected,Ginglymostoma cirratum,105846,urn:lsid:marinespecies.org:taxname:105846,sand,M
2013/183,2013/183_3,28.01428333,-82.89391667,LivingSpecimen,detected,Ginglymostoma cirratum,105846,urn:lsid:marinespecies.org:taxname:105846,sand,F
2013/183,2013/183_4,28.01428333,-82.89391667,LivingSpecimen,detected,Ginglymostoma cirratum,105846,urn:lsid:marinespecies.org:taxname:105846,sand,M
2013/184,2013/184_1,28.09391667,-82.83313333,LivingSpecimen,detected,Aetobatus narinari,217426,urn:lsid:marinespecies.org:taxname:217426,Seagrass,M
2013/185,2013/185_1,28.1067,-82.82833333,LivingSpecimen,detected,Hypanus americanus,1042856,urn:lsid:marinespecies.org:taxname:1042856,Seagrass,F
2013/185,2013/185_2,28.1067,-82.82833333,LivingSpecimen,detected,Hypanus americanus,1042856,urn:lsid:marinespecies.org:taxname:1042856,Seagrass,F
2013/186,2013/186_1,28.09438333,-82.83326667,LivingSpecimen,detected,Sphyrna tiburo,158517,urn:lsid:marinespecies.org:taxname:158517,Seagrass,F
2013/187,2013/187_1,28.1718,-82.83998333,LivingSpecimen,detected,Aetobatus narinari,217426,urn:lsid:marinespecies.org:taxname:217426,Seagrass,F
2013/187,2013/187_2,28.1718,-82.83998333,LivingSpecimen,detected,Hypanus americanus,1042856,urn:lsid:marinespecies.org:taxname:1042856,Seagrass,M
2013/188,2013/188_1,28.07578333,-83.03943333,LivingSpecimen,detected,Carcharhinus acronotus,158508,urn:lsid:marinespecies.org:taxname:158508,Artificial Reef,F
2013/188,2013/188_2,28.07578333,-83.03943333,LivingSpecimen,detected,Carcharhinus limbatus,105793,urn:lsid:marinespecies.org:taxname:105793,Artificial Reef,F
2013/189,2013/189_1,28.169,-82.83998333,LivingSpecimen,detected,Sphyrna tiburo,158517,urn:lsid:marinespecies.org:taxname:158517,Seagrass,F
2013/189,2013/189_2,28.169,-82.83998333,LivingSpecimen,detected,Ginglymostoma cirratum,105846,urn:lsid:marinespecies.org:taxname:105846,Seagrass,F
2013/19,2013/19_1,28.0784,-82.86453333,LivingSpecimen,detected,Ginglymostoma cirratum,105846,urn:lsid:marinespecies.org:taxname:105846,Seagrass,M
2013/190,2013/190_1,28.05581667,-82.91131667,LivingSpecimen,detected,Carcharhinus acronotus,158508,urn:lsid:marinespecies.org:taxname:158508,Sand,F
2013/190,2013/190_2,28.05581667,-82.91131667,LivingSpecimen,detected,Ginglymostoma cirratum,105846,urn:lsid:marinespecies.org:taxname:105846,Sand,M
2013/190,2013/190_3,28.05581667,-82.91131667,LivingSpecimen,detected,Ginglymostoma cirratum,105846,urn:lsid:marinespecies.org:taxname:105846,Sand,M
2013/191,2013/191_1,28.01478333,-82.89603333,LivingSpecimen,detected,Ginglymostoma cirratum,105846,urn:lsid:marinespecies.org:taxname:105846,Sand,F
2013/191,2013/191_2,28.01478333,-82.89603333,LivingSpecimen,detected,Ginglymostoma cirratum,105846,urn:lsid:marinespecies.org:taxname:105846,Sand,M
2013/192,2013/192_1,28.16878333,-82.83986667,LivingSpecimen,detected,Carcharhinus acronotus,158508,urn:lsid:marinespecies.org:taxname:158508,Seagrass,M
2013/192,2013/192_2,28.16878333,-82.83986667,LivingSpecimen,detected,Carcharhinus limbatus,105793,urn:lsid:marinespecies.org:taxname:105793,Seagrass,F
2013/193,2013/193_1,28.16813333,-82.83948333,LivingSpecimen,detected,Carcharhinus acronotus,158508,urn:lsid:marinespecies.org:taxname:158508,Seagrass,M
2013/193,2013/193_2,28.04808333,-83.01425,LivingSpecimen,detected,Ginglymostoma cirratum,105846,urn:lsid:marinespecies.org:taxname:105846,Artificial Reef,M
2013/193,2013/193_3,28.0747,-83.0388,LivingSpecimen,detected,Carcharhinus acronotus,158508,urn:lsid:marinespecies.org:taxname:158508,Artificial Reef,M
2013/193,2013/193_4,28.0747,-83.0388,LivingSpecimen,detected,Carcharhinus acronotus,158508,urn:lsid:marinespecies.org:taxname:158508,Artificial Reef,M
2013/193,2013/193_5,28.0747,-83.0388,LivingSpecimen,detected,Carcharhinus acronotus,158508,urn:lsid:marinespecies.org:taxname:158508,Artificial Reef,F
2013/193,2013/193_6,28.07513333,-83.03825,LivingSpecimen,detected,Carcharhinus acronotus,158508,urn:lsid:marinespecies.org:taxname:158508,Artificial Reef,M
2013/193,2013/193_7,28.18776667,-82.84036667,LivingSpecimen,detected,Hypanus americanus,1042856,urn:lsid:marinespecies.org:taxname:1042856,Seagrass,F
2013/193,2013/193_8,28.01578333,-82.89515,LivingSpecimen,detected,Carcharhinus acronotus,158508,urn:lsid:marinespecies.org:taxname:158508,Sand,F
2013/193,2013/193_9,28.01578333,-82.89515,LivingSpecimen,detected,Carcharhinus acronotus,158508,urn:lsid:marinespecies.org:taxname:158508,Sand,F
2013/193,2013/193_10,28.01578333,-82.89515,LivingSpecimen,detected,Ginglymostoma cirratum,105846,urn:lsid:marinespecies.org:taxname:105846,Sand,F
2013/193,2013/193_11,28.01578333,-82.89515,LivingSpecimen,detected,Ginglymostoma cirratum,105846,urn:lsid:marinespecies.org:taxname:105846,Sand,M
2013/194,2013/194_1,28.1692,-82.83983333,LivingSpecimen,detected,Carcharhinus limbatus,105793,urn:lsid:marinespecies.org:taxname:105793,Seagrass,F
2013/194,2013/194_2,28.11011667,-82.83253333,LivingSpecimen,detected,Hypanus say,1042865,urn:lsid:marinespecies.org:taxname:1042865,Seagrass,F
2013/195,2013/195_1,28.13595,-82.9305,LivingSpecimen,detected,Carcharhinus acronotus,158508,urn:lsid:marinespecies.org:taxname:158508,Sand,F
2013/195,2013/195_2,28.13595,-82.9305,LivingSpecimen,detected,Carcharhinus acronotus,158508,urn:lsid:marinespecies.org:taxname:158508,Sand,F
2013/195,2013/195_3,28.13595,-82.9305,LivingSpecimen,detected,Carcharhinus acronotus,158508,urn:lsid:marinespecies.org:taxname:158508,Sand,F
2013/196,2013/196_1,28.1856,-82.83456667,LivingSpecimen,detected,Carcharhinus limbatus,105793,urn:lsid:marinespecies.org:taxname:105793,Seagrass,M
2013/196,2013/196_2,28.1856,-82.83456667,LivingSpecimen,detected,Carcharhinus limbatus,105793,urn:lsid:marinespecies.org:taxname:105793,Seagrass,F
2013/196,2013/196_3,28.1856,-82.83456667,LivingSpecimen,detected,Carcharhinus limbatus,105793,urn:lsid:marinespecies.org:taxname:105793,Seagrass,F
2013/197,2013/197_1,28.18701667,-82.83431667,LivingSpecimen,detected,Carcharhinus limbatus,105793,urn:lsid:marinespecies.org:taxname:105793,Seagrass,F
2013/198,2013/198_1,28.17695,-82.78965,LivingSpecimen,detected,Hypanus sabinus,1042864,urn:lsid:marinespecies.org:taxname:1042864,Sand,F
2013/199,2013/199_1,28.1872,-82.83325,LivingSpecimen,detected,Rhizoprionodon terraenovae,158510,urn:lsid:marinespecies.org:taxname:158510,Seagrass,M
2013/2,2013/2_1,28.05163333,-82.81826667,LivingSpecimen,detected,Negaprion brevirostris,105800,urn:lsid:marinespecies.org:taxname:105800,Sand,F
2013/20,2013/20_1,28.10548333,-82.8341,LivingSpecimen,detected,Sphyrna tiburo,158517,urn:lsid:marinespecies.org:taxname:158517,Sand,F
2013/200,2013/200_1,28.01328333,-82.89913333,LivingSpecimen,detected,Carcharhinus acronotus,158508,urn:lsid:marinespecies.org:taxname:158508,Artificial Reef,F
2013/201,2013/201_1,28.0113,-82.89115,LivingSpecimen,detected,Ginglymostoma cirratum,105846,urn:lsid:marinespecies.org:taxname:105846,Artificial Reef,M
