eventID,occurrenceID,decimalLatitude,decimalLongitude,basisOfRecord,occurrenceStatus,scientificName,AphiaID,scientificNameID,habitat,sex
2020/29,2020/29_1,28.17998333,-82.83151667,LivingSpecimen,detected,Carcharhinus limbatus,105793,urn:lsid:marinespecies.org:taxname:105793,Seagrass,M
2020/290,2020/290_1,28.18251667,-82.83338333,LivingSpecimen,detected,Carcharhinus limbatus,105793,urn:lsid:marinespecies.org:taxname:105793,Seagrass,F
2020/291,2020/291_1,28.19535,-82.8169,LivingSpecimen,detected,Galeocerdo cuvier,105799,urn:lsid:marinespecies.org:taxname:105799,Seagrass,F
2020/292,2020/292_1,28.07498333,-82.79933333,LivingSpecimen,detected,Hypanus americanus,1042856,urn:lsid:marinespecies.org:taxname:1042856,Seagrass,M
2020/293,2020/293_1,28.07415,-82.79933333,LivingSpecimen,detected,Hypanus americanus,1042856,urn:lsid:marinespecies.org:taxname:1042856,Seagrass,F
2020/293,2020/293_2,28.07415,-82.79933333,LivingSpecimen,detected,Hypanus americanus,1042856,urn:lsid:marinespecies.org:taxname:1042856,Seagrass,M
2020/294,2020/294_1,28.1081,-82.7819,LivingSpecimen,detected,Hypanus americanus,1042856,urn:lsid:marinespecies.org:taxname:1042856,Seagrass,F
2020/295,2020/295_1,28.19346667,-82.81693333,LivingSpecimen,detected,Ginglymostoma cirratum,105846,urn:lsid:marinespecies.org:taxname:105846,Seagrass,M
2020/296,2020/296_1,28.10401667,-82.82561667,LivingSpecimen,detected,Carcharhinus acronotus,158508,urn:lsid:marinespecies.org:taxname:158508,Seagrass,M
2020/297,2020/297_1,28.07301667,-82.81938333,LivingSpecimen,detected,Hypanus americanus,1042856,urn:lsid:marinespecies.org:taxname:1042856,Seagrass,M
2020/298,2020/298_1,28.08915,-82.80431667,LivingSpecimen,detected,Hypanus americanus,1042856,urn:lsid:marinespecies.org:taxname:1042856,Seagrass,F
2020/299,2020/299_1,28.1837,-82.83121667,LivingSpecimen,detected,Carcharhinus limbatus,105793,urn:lsid:marinespecies.org:taxname:105793,Seagrass,F
